+-BORNEOL-DEHYDROGENASE-RXN.c	CPD-1903|CPD-862|NAD|NADH|PROTON
RXN-13698.x	2-KETOGLUTARATE|GLT|L-ALPHA-ALANINE|PYRUVATE
RXN-13699.c	CPD-4402|WATER
RXN-13700.c	CPD-3631|WATER
RXN-13701.c	WATER
RXN-13707.c	FORMATE|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-13709.c	4-METHYL-824-CHOLESTADIENOL|CPD-4702|NAD-P-OR-NOP|NADH-P-OR-NOP|OXYGEN-MOLECULE|PROTON|WATER
RXN-13710.c	NAD-P-OR-NOP|NADH-P-OR-NOP|OXYGEN-MOLECULE|PROTON|WATER
RXN-13711.c	NAD-P-OR-NOP|NADH-P-OR-NOP|OXYGEN-MOLECULE|PROTON|WATER
RXN-13712.c	44-DIMETHYL-824-CHOLESTADIENOL|CPD-4577|NAD-P-OR-NOP|NADH-P-OR-NOP|OXYGEN-MOLECULE|PROTON|WATER
RXN-13717.c	CPD-7214|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-13718.c	CPD-474|CPD-7087|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-13719.c	2-OXOBUTANOATE|NADP|NADPH|PROTON
RXN-13720.c	D-glucose-6-phosphate|FRUCTOSE-6P
RXN-13721.c	CO-A|PROTON|WATER
RXN-13721.m	CO-A|PROTON|WATER
RXN-13721.x	CO-A|PROTON|WATER
RXN-13724.c	CPD-465|NADP|NADPH|PPI|PROTON|SQUALENE
RXN-13728.c	16-HYDROXYPALMITATE|CO-A|SINAPOYL-COA
RXN-13729.c	PHOSPHORYL-ETHANOLAMINE
RXN-13733.c	Carboxylates|WATER
RXN-13733.g	Carboxylates|WATER
RXN-13733.r	Carboxylates|WATER
RXN-13765.c	UDP|UDP-GLUCOSE
RXN-13766.c	CPD1F-437|UDP|UDP-GLUCOSE
RXN-13767.c	CPD-8006|CPD-8033|UDP|UDP-GLUCOSE
RXN-13784.c	GLC|PROTON|WATER
RXN-13785.c	CPD-520|GLC|WATER
RXN-13788.c	CPD1F-437|PROTON|RUTIN|WATER
RXN-13789.c	CPD-520|CPD1F-437|GLC|WATER
RXN-13797.c	CPD1F-437|UDP|UDP-GLUCOSE
RXN-13798.c	PROTON|UDP|UDP-GLUCOSE
RXN-13799.c	PROTON|UDP|UDP-GLUCOSE
RXN-13800.c	APIGENIN-7-O-BETA-D-GLUCOSIDE|PROTON|UDP|UDP-GLUCOSE
RXN-13801.c	LUTEOLIN-7-O-BETA-D-GLUCOSIDE|PROTON|UDP|UDP-GLUCOSE
RXN-13805.c	CO-A|GLYCEROL-3P
RXN-13805.d	CO-A|GLYCEROL-3P
RXN-13805.m	CO-A|GLYCEROL-3P
RXN-13805.r	CO-A|GLYCEROL-3P
RXN-1381.c	ACYL-SN-GLYCEROL-3P|CO-A|GLYCEROL-3P
RXN-1381.d	ACYL-SN-GLYCEROL-3P|CO-A|GLYCEROL-3P
RXN-1381.m	ACYL-SN-GLYCEROL-3P|CO-A|GLYCEROL-3P
RXN-1381.r	ACYL-SN-GLYCEROL-3P|CO-A|GLYCEROL-3P
RXN-13813.c	CPD-6624|PROTON|UDP|UDP-GLUCOSE
RXN-13814.c	PROTON|UDP|UDP-GLUCOSE
RXN-13817.c	CPD-8922|OXYGEN-MOLECULE|PROTON|WATER
RXN-13818.c	PROTON|UDP|UDP-GLUCOSE
RXN-13819.c	PROTON|UDP|UDP-GLUCOSE
RXN-1382.c	ETHANOL-AMINE|L-1-PHOSPHATIDYL-ETHANOLAMINE|L-1-PHOSPHATIDYL-SERINE|SER
RXN-13820.c	PROTON|UDP|UDP-GLUCOSE
RXN-13821.c	PROTON|UDP|UDP-GLUCOSE
RXN-13822.c	MYRICETIN|UDP|UDP-GLUCOSE
RXN-13823.c	PROTON|UDP|UDP-GLUCOSE
RXN-13830.c	CPD1F-453|UDP|UDP-GLUCOSE
RXN-13831.c	CPD-3421|PROTON|UDP|UDP-GLUCOSE
RXN-13838.c	ADENOSYL-HOMO-CYS|CPD-10510|PROTON|S-ADENOSYLMETHIONINE
RXN-13839.c	2-KETOGLUTARATE|345-TRIHYDROXY-37-DIMETHOXYFLAVONE|CARBON-DIOXIDE|CPD-10527|OXYGEN-MOLECULE|SUC
RXN-13840.c	CPD-10510|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-13841.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-13842.c	ADENOSYL-HOMO-CYS|CPD-10527|PROTON|S-ADENOSYLMETHIONINE
RXN-13843.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-13844.c	2-KETOGLUTARATE|CARBON-DIOXIDE|CPD-10510|OXYGEN-MOLECULE|SUC
RXN-13845.c	PROTON|UDP|UDP-GLUCOSE
RXN-13846.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-13847.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-13848.c	NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-13849.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-13850.c	PROTON|UDP|UDP-GLUCOSE
RXN-13851.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-13855.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-13874.c	PROTON|UDP|UDP-GLUCOSE
RXN-13875.c	PROTON|UDP|UDP-GLUCOSE
RXN-13876.c	PROTON|UDP|UDP-GLUCOSE
RXN-13877.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-13878.c	PROTON|UDP|UDP-GLUCOSE
RXN-13898.c	CPD-520|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-13899.c	PROTON|UDP|UDP-GLUCOSE
RXN-13900.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-13901.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-13902.c	PROTON|UDP|UDP-GLUCOSE
RXN-13903.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-13904.c	UDP|UDP-GLUCOSE
RXN-13905.c	UDP|UDP-L-RHAMNOSE
RXN-13906.c	ADENOSYL-HOMO-CYS|CPD-520|S-ADENOSYLMETHIONINE
RXN-13907.c	10-FORMYL-THF|OXYGEN-MOLECULE|PHE|TYR
RXN-13908.c	WATER
RXN-13910.c	ADENOSYL-HOMO-CYS|MYRICETIN|S-ADENOSYLMETHIONINE
RXN-13911.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-13912.c	ADENOSYL-HOMO-CYS|MYRICETIN|S-ADENOSYLMETHIONINE
RXN-13913.c	ADENOSYL-HOMO-CYS|CPD-8605|PROTON|S-ADENOSYLMETHIONINE
RXN-13914.c	ADENOSYL-HOMO-CYS|CPD-8605|PROTON|S-ADENOSYLMETHIONINE
RXN-13915.c	ADENOSYL-HOMO-CYS|S-ADENOSYLMETHIONINE
RXN-13916.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-13917.c	ADENOSYL-HOMO-CYS|S-ADENOSYLMETHIONINE|SYRINGETIN
RXN-13918.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-13919.c	ADENOSYL-HOMO-CYS|S-ADENOSYLMETHIONINE|SYRINGETIN
RXN-13920.c	ADENOSYL-HOMO-CYS|S-ADENOSYLMETHIONINE|SYRINGETIN
RXN-13921.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-13922.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-13923.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-13924.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-13925.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-13926.c	CARBON-DIOXIDE|NAD-P-OR-NOP|NADH-P-OR-NOP
RXN-13929.c	ADENOSYL-HOMO-CYS|CPD-8004|S-ADENOSYLMETHIONINE
RXN-13930.c	3457-TETRAHYDROXY-3-METHOXYFLAVONE|ADENOSYL-HOMO-CYS|S-ADENOSYLMETHIONINE
RXN-13932.c	345-TRIHYDROXY-37-DIMETHOXYFLAVONE|ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-13933.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-13934.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-13935.c	ADENOSYL-HOMO-CYS|CPD1F-90|S-ADENOSYLMETHIONINE
RXN-13936.c	ADENOSYL-HOMO-CYS|S-ADENOSYLMETHIONINE
RXN-13937.c	ADENOSYL-HOMO-CYS|S-ADENOSYLMETHIONINE
RXN-13938.c	CPD-7061|METOH|WATER
RXN-13939.c	CARBON-DIOXIDE|CPD-10296
RXN-13941.c	UDP|UDP-GLUCOSE
RXN-13942.c	PROTON|UDP|UDP-L-RHAMNOSE
RXN-13943.c	PROTON|UDP|UDP-GLUCOSE
RXN-13948.c	CO-A|CPD1F-453|P-COUMAROYL-COA|PROTON
RXN-13949.c	CO-A|CPD1F-453|P-COUMAROYL-COA|PROTON
RXN-13950.c	CO-A|CPD1F-453|P-COUMAROYL-COA|PROTON
RXN-13951.c	CO-A|CPD1F-453|FERULOYL-COA|PROTON
RXN-13952.c	CO-A|P-COUMAROYL-COA
RXN-13953.c	CO-A|P-COUMAROYL-COA
RXN-13954.c	CO-A|P-COUMAROYL-COA
RXN-13955.c	ADENOSYL-HOMO-CYS|S-ADENOSYLMETHIONINE
RXN-13956.c	ADENOSYL-HOMO-CYS|S-ADENOSYLMETHIONINE
RXN-13957.c	CPD-4211|CPD-6881|PPI
RXN-13961.c	FORMATE|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-13967.c	1-O-SINAPOYL-BETA-D-GLUCOSE|CPD-7138|CPD1F-766|PROTON|SINAPATE
RXN-13969.c	CPD1F-766|PROTON
RXN-13970.c	CPD-7138|CPD1F-766|PROTON
RXN-13976.c	CPD-8004|UDP|UDP-GLUCOSE
RXN-13977.c	CO-A|P-COUMAROYL-COA
RXN-13978.c	CO-A|P-COUMAROYL-COA
RXN-13979.c	CO-A|P-COUMAROYL-COA
RXN-13980.c	CO-A|FERULOYL-COA
RXN-13981.c	CO-A|P-COUMAROYL-COA
RXN-13982.c	CO-A|P-COUMAROYL-COA
RXN-13983.c	CO-A|CPD1F-437|P-COUMAROYL-COA|PROTON
RXN-13984.c	CO-A|CPD1F-437|P-COUMAROYL-COA|PROTON
RXN-13985.c	CO-A|CPD1F-437|P-COUMAROYL-COA|PROTON
RXN-13986.c	CO-A|CPD1F-437|FERULOYL-COA|PROTON
RXN-13987.c	CO-A|P-COUMAROYL-COA
RXN-13988.c	CO-A|P-COUMAROYL-COA
RXN-14000.c	CPD1F-437|UDP|UDP-GLUCOSE
RXN-14001.c	PROTON|UDP|UDP-GLUCOSE
RXN-14003.c	IDP|IMP|PROTON|Pi|WATER
RXN-14004.c	DIMP|PROTON|Pi|WATER
RXN-14008.c	CPD1F-431|PROTON|UDP|UDP-L-RHAMNOSE
RXN-14009.c	CPD-8067|UDP|UDP-L-RHAMNOSE
RXN-1401.c	AMMONIUM|HYDROGEN-PEROXIDE|INDOLE_ACETALDEHYDE|OXYGEN-MOLECULE|TRYPTAMINE|WATER
RXN-14011.c	PROTON|UDP|UDP-L-RHAMNOSE
RXN-14012.c	PROTON|UDP|UDP-L-RHAMNOSE
RXN-14014.c	DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE|NADP|NADPH|PROTON|WATER
RXN-14014.d	DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE|NADP|NADPH|PROTON|WATER
RXN-1402.c	CARBON-DIOXIDE|INDOLE-3-ACETALDOXIME|NADP|NADPH|OXYGEN-MOLECULE|PROTON|TRP|WATER
RXN-1402.d	CARBON-DIOXIDE|INDOLE-3-ACETALDOXIME|NADP|NADPH|OXYGEN-MOLECULE|PROTON|TRP|WATER
RXN-14023.c	GLYCOLALDEHYDE|NADP|NADPH|PROTON
RXN-14024.c	Nucleoside-Triphosphates|PROTON|Pi|WATER
RXN-14024.e	Nucleoside-Triphosphates|PROTON|Pi|WATER
RXN-14024.g	Nucleoside-Triphosphates|PROTON|Pi|WATER
RXN-14025.c	Pi|UMP|URIDINE|WATER
RXN-14026.c	CMP|CYTIDINE|Pi|WATER
RXN-1403.c	CPD-13028|INDOLEYL-CPD|WATER
RXN-14030.c	CPD-11775
RXN-14033.c	2-OXOBUTANOATE|AMMONIUM|PROTON|WATER
RXN-14036.c	CPD-11776
RXN-14038.c	PALMITATE|PROTON|WATER
RXN-1404.c	AMMONIUM|INDOLEYL-CPD|INDOLE_ACETATE_AUXIN|WATER
RXN-14046.c	PYRIDOXAMINE|PYRIDOXAMINE-5P|Pi|WATER
RXN-14047.c	CIT|THREO-DS-ISO-CITRATE
RXN-1405.c	N-HYDROXYL-TRYPTAMINE|NADP|NADPH|OXYGEN-MOLECULE|TRYPTAMINE|WATER
RXN-14058.c	PROTON|UDP|UDP-GLUCURONATE
RXN-1406.c	INDOLE-3-ACETALDOXIME|N-HYDROXYL-TRYPTAMINE|PROTON
RXN-14060.c	PROTON|UDP|UDP-GLUCURONATE
RXN-14062.c	WATER
RXN-14064.c	PROTON|WATER
RXN-14064.w	PROTON|WATER
RXN-14069.c	NADP|NADPH|NARINGENIN-CMPD|OXYGEN-MOLECULE|WATER
RXN-14071.c	2-KETOGLUTARATE|CARBON-DIOXIDE|FERULIC-ACID|OXYGEN-MOLECULE|SUC
RXN-14072.c	SCOPOLETIN
RXN-14073.c	GLYCEROL|GLYCEROL-3P|PROTON|WATER
RXN-14074.c	ADP|AMP|GDP|GTP
RXN-14074.d	ADP|AMP|GDP|GTP
RXN-14075.c	CPD-12655|PROTON|UDP|UDP-GLUCOSE
RXN-14076.c	ISOVITEXIN|WATER
RXN-14077.c	CPD-6994|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-14078.c	PROTON
RXN-14079.c	PROTON|UDP|UDP-GLUCOSE
RXN-14080.c	PROTON|UDP|UDP-GLUCOSE
RXN-14081.c	ISOORIENTIN|WATER
RXN-14082.c	WATER
RXN-14083.c	CPD-6991|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-14084.c	PROTON
RXN-14085.c	PROTON|UDP|UDP-GLUCOSE
RXN-14086.c	PROTON|UDP|UDP-GLUCOSE
RXN-14087.c	PROTON|WATER
RXN-14088.c	PROTON|WATER
RXN-14090.c	CYTIDINE|Pi|WATER
RXN-14090.w	CYTIDINE|Pi|WATER
RXN-14091.c	PROTON|WATER
RXN-14091.w	PROTON|WATER
RXN-14093.c	ADP|ATP|DCMP|DEOXYCYTIDINE|PROTON
RXN-14098.c	DEOXYGUANOSINE|DGMP|PROTON|UDP|UTP
RXN-14099.c	DAMP|DEOXYADENOSINE|PROTON|UDP|UTP
RXN-14100.c	DCMP|DEOXYCYTIDINE|PROTON|UDP|UTP
RXN-14102.c	NAD|NADH|PROTON
RXN-14102.d	NAD|NADH|PROTON
RXN-14107.c	Cytochromes-C-Oxidized|Cytochromes-C-Reduced
RXN-14107.m	Cytochromes-C-Oxidized|Cytochromes-C-Reduced
RXN-14108.c	PROTON|UDP|UDP-GLUCOSE
RXN-14109.c	CPD-520|PROTON|UDP
RXN-14110.c	UDP|UDP-GLUCOSE
RXN-14112.c	PROTON|WATER
RXN-14112.w	PROTON|WATER
RXN-14113.c	CPD-3706|PROTON|WATER
RXN-14113.w	CPD-3706|PROTON|WATER
RXN-14115.c	Pi|URIDINE|WATER
RXN-14115.w	Pi|URIDINE|WATER
RXN-14116.c	GLT|L-GLUTAMATE_GAMMA-SEMIALDEHYDE|NAD|NADH|PROTON|WATER
RXN-14116.m	GLT|L-GLUTAMATE_GAMMA-SEMIALDEHYDE|NAD|NADH|PROTON|WATER
RXN-14117.c	GDP|GTP|PHOSPHO-ENOL-PYRUVATE|PROTON|PYRUVATE
RXN-14119.c	FAD|FADH2|FUM|PROTON|SUC
RXN-14120.c	ADP|ATP|IDP|ITP
RXN-14120.d	ADP|ATP|IDP|ITP
RXN-14124.c	GUANOSINE|Pi|WATER
RXN-14124.w	GUANOSINE|Pi|WATER
RXN-14126.c	ADENOSINE|CPD-3706|Pi|WATER
RXN-14126.w	ADENOSINE|CPD-3706|Pi|WATER
RXN-14130.c	CPD-10267|FAD|FADH2|PROTON
RXN-14131.c	FAD|FADH2|PROTON
RXN-14136.c	GLYCEROL-3P|PROTON|SER|WATER
RXN-14139.c	PPI|PROTON|UMP|UTP|WATER
RXN-14140.c	GMP|GTP|PPI|PROTON|WATER
RXN-14142.c	DEOXYGUANOSINE|DGMP|Pi|WATER
RXN-14143.c	DEOXYURIDINE|DUMP|Pi|WATER
RXN-14143.w	DEOXYURIDINE|DUMP|Pi|WATER
RXN-14160.c	ETHANOL-AMINE|GLYCEROL-3P|PROTON|WATER
RXN-14161.c	DAMP|DEOXYADENOSINE|Pi|WATER
RXN-14161.w	DAMP|DEOXYADENOSINE|Pi|WATER
RXN-14165.c	CPD-8097|CPD-8186
RXN-14167.c	COUMARATE
RXN-14168.c	CPD-8186
RXN-14171.c	DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR|NADP|NADPH|PROTON
RXN-14172.c	AMP|ATP|CO-A|HEXANOYL-COA|PPI
RXN-14175.c	ADP|ATP|B-ALANINE|L-PANTOATE|PANTOTHENATE|PROTON|Pi
RXN-14177.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-14179.c	GLC|SCOPOLETIN|SCOPOLIN|WATER
RXN-14179.r	GLC|SCOPOLETIN|SCOPOLIN|WATER
RXN-14181.c	PYRIDOXINE|PYRIDOXINE-5P|Pi|WATER
RXN-14182.c	CPD-8097|PROTON|UDP|UDP-GLUCOSE
RXN-14187.c	DCDP|DCMP|PROTON|Pi|WATER
RXN-14188.c	PPI|PROTON|WATER
RXN-14189.c	FORMALDEHYDE|HYDROGEN-PEROXIDE|METOH|WATER
RXN-14192.c	DADP|DATP|PHOSPHO-ENOL-PYRUVATE|PROTON|PYRUVATE
RXN-14193.c	BUTYRYL-COA|CROTONYL-COA|FAD|FADH2|PROTON
RXN-14195.c	DAMP|DATP|PROTON|Pi|WATER
RXN-14198.c	DCMP|DCTP|PROTON|Pi|WATER
RXN-14199.c	DUMP|DUTP|PROTON|Pi|WATER
RXN-14200.c	PROTON|Pi|TMP|TTP|WATER
RXN-14201.c	GMP|GTP|PROTON|Pi|WATER
RXN-14205.c	CPD-12365|CPD0-1905|PROTON|Pi|WATER
RXN-14206.c	OXYGEN-MOLECULE|PHE|TETRA-H-BIOPTERIN|TYR|WATER
RXN-14207.c	DGDP|DGTP|PHOSPHO-ENOL-PYRUVATE|PROTON|PYRUVATE
RXN-14208.c	DGMP|DGTP|PROTON|Pi|WATER
RXN-14213.c	PROTON|Pi|TDP|TMP|WATER
RXN-14214.c	DADP|DATP|PROTON|Pi|WATER
RXN-14215.c	DADP|DAMP|PROTON|Pi|WATER
RXN-14216.c	DCDP|DCTP|PROTON|Pi|WATER
RXN-14217.c	DGDP|DGTP|PROTON|Pi|WATER
RXN-14218.c	DGDP|DGMP|PROTON|Pi|WATER
RXN-14219.c	DUDP|DUTP|PROTON|Pi|WATER
RXN-14220.c	DUDP|DUMP|PROTON|Pi|WATER
RXN-14223.c	ADP|ATP|PROTON
RXN-14224.c	NAD|NADH|PROTON|WATER
RXN-14225.c	D-GLUCARATE|NAD|NADH|PROTON|WATER
RXN-14227.c	CPD-8259|NICOTINATE_NUCLEOTIDE|Pi|WATER
RXN-14228.c	ADP|ATP
RXN-14228.d	ADP|ATP
RXN-14229.c	CPD-196|CPD0-2108|FAD|FADH2|PROTON
RXN-14237.c	CPD-12724|CPD-8184|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-14238.c	CPD-12724|PROTON|UDP|UDP-GLUCOSE
RXN-14239.c	PROTON|UDP|UDP-GLUCOSE
RXN-14240.c	CPD-12724|HYDROGEN-PEROXIDE|WATER
RXN-14256.c	ADP|ATP|GLN|GLT|PROTON|Pi|WATER
RXN-14257.c	ADP|ATP|GLN|GLT|PROTON|Pi|WATER
RXN-14260.c	MALTOSE
RXN-14260.d	MALTOSE
RXN-14261.c	GLC|MALTOSE
RXN-14261.d	GLC|MALTOSE
RXN-14262.c	FAD|FADH2|LAUROYLCOA-CPD|PROTON
RXN-14264.c	3-METHYL-CROTONYL-COA|FAD|FADH2|ISOVALERYL-COA|PROTON
RXN-14264.m	3-METHYL-CROTONYL-COA|FAD|FADH2|ISOVALERYL-COA|PROTON
RXN-14266.c	CPD-1083|WATER
RXN-14266.r	CPD-1083|WATER
RXN-14268.c	ACETYL-COA|COA-GROUP|CPD-10284|LAUROYLCOA-CPD
RXN-14268.m	ACETYL-COA|COA-GROUP|CPD-10284|LAUROYLCOA-CPD
RXN-14268.x	ACETYL-COA|COA-GROUP|CPD-10284|LAUROYLCOA-CPD
RXN-14270.c	AICAR|CPD-3762|PPI|PRPP
RXN-14274.c	ACETYL-COA|CO-A|CPD-10267
RXN-14274.m	ACETYL-COA|CO-A|CPD-10267
RXN-14274.x	ACETYL-COA|CO-A|CPD-10267
RXN-14275.c	CPD0-2106|NAD|NADH|PROTON
RXN-14276.c	CPD0-2108|WATER
RXN-14276.r	CPD0-2108|WATER
RXN-14277.c	ACETYL-COA|CO-A|CPD0-2106|HEXANOYL-COA
RXN-14277.m	ACETYL-COA|CO-A|CPD0-2106|HEXANOYL-COA
RXN-14277.x	ACETYL-COA|CO-A|CPD0-2106|HEXANOYL-COA
RXN-14278.c	FAD|FADH2|HEXANOYL-COA|PROTON
RXN-14280.c	CPD-1084|NAD|NADH|PROTON|WATER
RXN-14281.c	ALPHA-GLUCOSE|WATER
RXN-14282.c	ALPHA-GLUCOSE|WATER
RXN-14283.c	ALPHA-GLUCOSE|WATER
RXN-14284.c	GLC-1-P|Pi
RXN-14284.d	GLC-1-P|Pi
RXN-14285.c	GLC-1-P|Pi
RXN-14285.d	GLC-1-P|Pi
RXN-14286.c	GLC-1-P|Pi
RXN-14286.d	GLC-1-P|Pi
RXN-14301.c	CPD-7671|MET|PROTON
RXN-14325.c	ADP|AMMONIUM|ATP|CTP|PROTON|Pi|UTP
RXN-14326.c	2-3-CARBOXY-3-AMINOPROPYL-L-HISTIDINE|ADENOSYL-HOMO-CYS|DIPHTINE|PROTON|S-ADENOSYLMETHIONINE
RXN-14334.c	CPD-13368|CPD-7202|CPD-7204|OXYGEN-MOLECULE
RXN-14348.c	Long-linear-glucans|Starch|WATER
RXN-14349.c	ALPHA-GLUCOSE|GLC|MALTOSE|WATER
RXN-14350.c	Glucose|MALTOSE|WATER
RXN-14353.c	GLC-1-P|Pi
RXN-14353.d	GLC-1-P|Pi
RXN-14354.c	GLC|MALTOSE
RXN-14354.d	GLC|MALTOSE
RXN-14361.c	UDP|UDP-GLUCURONATE
RXN-14371.c	1-4-alpha-D-Glucan|WATER
RXN-14372.c	CPD-7043|WATER
RXN-14373.c	CPD-7043|Starch
RXN-14374.c	CPD-7043
RXN-14378.c	1-4-alpha-D-Glucan|ADP|ADP-D-GLUCOSE
RXN-14378.d	1-4-alpha-D-Glucan|ADP|ADP-D-GLUCOSE
RXN-14380.c	WATER
RXN-14381.c	Persulfurated-L-cysteine-desulfurases
RXN-14382.c	L-Cysteine-Desulfurases|Persulfurated-L-cysteine-desulfurases
RXN-14385.c	CYS|L-ALPHA-ALANINE
RXN-14385.d	CYS|L-ALPHA-ALANINE
RXN-14387.c	FE+3
RXN-14388.c	L-Cysteine-Desulfurases
RXN-14390.c	Pi
RXN-14391.c	ADP|ATP
RXN-14394.c	ACETYL-COA|CO-A
RXN-14394.m	ACETYL-COA|CO-A
RXN-14394.x	ACETYL-COA|CO-A
RXN-14395.c	ASCORBATE|Cytochromes-C-Oxidized|Cytochromes-C-Reduced|L-GULONO-1-4-LACTONE|PROTON
RXN-1441.c	CPD-7547|CYS|INDOLE-3-ACETALDOXIME|NADP|NADPH|OXYGEN-MOLECULE|WATER
RXN-1442.c	CPD-1861|CPD-1862|UDP|UDP-GLUCOSE
RXN-14422.c	CPD-6994|NADP|NADPH|PROTON
RXN-14423.c	2-KETOGLUTARATE|CARBON-DIOXIDE|OXYGEN-MOLECULE|PROTON|SUC|WATER
RXN-14424.c	PROTON|UDP|UDP-GLUCOSE
RXN-14425.c	NADP|NADPH|PROTON
RXN-14426.c	2-KETOGLUTARATE|CARBON-DIOXIDE|OXYGEN-MOLECULE|SUC|WATER
RXN-14427.c	PROTON|UDP|UDP-GLUCOSE
RXN-1443.c	3-5-ADP|CPD-1862|CPD-1863|PAPS|PROTON
RXN-14432.c	CPD-7138|CPD1F-766|FERULIC-ACID|PROTON
RXN-14434.c	4-hydroxybenzoate|CPD1F-766|PROTON
RXN-14435.c	CPD1F-766|GLC|WATER
RXN-14436.c	CPD-7138|CPD1F-766|GLC|WATER
RXN-14439.c	CPD-7137|PELARGONIDIN-3-GLUCOSIDE-CMPD|PROTON
RXN-1444.c	CPD-1863|CPD-1881|GLC|PROTON|WATER
RXN-14440.c	PELARGONIDIN-3-GLUCOSIDE-CMPD|PROTON
RXN-14441.c	CPD-7117|CPD-7139|PROTON
RXN-14442.c	CPD-7117|PROTON
RXN-14443.c	CPD1F-766|GLC
RXN-14444.c	GLC|PELARGONIDIN-3-GLUCOSIDE-CMPD
RXN-14445.c	CPD-7117|GLC
RXN-14446.c	CPD1F-766|FERULIC-ACID|PROTON
RXN-14447.c	FERULIC-ACID|PELARGONIDIN-3-GLUCOSIDE-CMPD|PROTON
RXN-14448.c	CPD-7117|FERULIC-ACID|PROTON
RXN-14449.c	CPD-8654|CPD-8673|GLC|PROTON
RXN-14450.c	CPD-8654|CPD-8674|GLC|PROTON
RXN-14473.c	Pi|WATER
RXN-14473.w	Pi|WATER
RXN-14480.c	CH33ADO|MET|S-ADENOSYLMETHIONINE|Sulfurated-Sulfur-Acceptors|Unsulfurated-Sulfur-Acceptors
RXN-14481.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-14484.c	NADP|NADPH|PROTON
RXN-14485.c	WATER
RXN-14486.c	NADP|NADPH|PROTON
RXN-14487.c	NAD|NADH|OLEOYL-COA|OXYGEN-MOLECULE|PROTON|WATER
RXN-14488.c	NAD|NADH|OXYGEN-MOLECULE|PROTON|WATER
RXN-14489.c	NAD|NADH|OXYGEN-MOLECULE|PROTON|WATER
RXN-14492.c	CARBON-DIOXIDE|CO-A|MALONYL-COA|PROTON
RXN-14493.c	NADP|NADPH|PROTON
RXN-14494.c	WATER
RXN-14495.c	NADP|NADPH|PROTON
RXN-14496.c	CPD-7864|CPD-8674|GLC
RXN-14505.c	L-THREONINE-O-3-PHOSPHATE|Pi|THR|WATER
RXN-14509.c	Pi|RIBOSE-5P|WATER
RXN-14509.w	Pi|RIBOSE-5P|WATER
RXN-14510.c	Pi|URIDINE|WATER
RXN-14510.w	Pi|URIDINE|WATER
RXN-14511.c	CYTIDINE|Pi|WATER
RXN-14511.w	CYTIDINE|Pi|WATER
RXN-14512.c	GUANOSINE|Pi|WATER
